V_BelegPos.BelegNummer;V_BelegPos.PositionsNr;V_BelegPos.Artikel;V_BelegPos.ArtVar;V_BelegPos.Bezeichnung1;V_BelegPos.Bezeichnung2;V_BelegPos.Bezeichnung3;V_BelegPos.Bezeichnung4;V_BelegPos.Menge;V_BELEGPOS.mengeneinheit;V_BELEGPOS.LagerOrt;V_BELEGPOS.KO_LagerOrt;V_BELEGPOS.MMM_CusRefOrder_ID;V_BELEGPOS.LieferBedingung;V_BELEGPOS.Gewicht;V_BELEGPOS.GewichtVerp;V_BelegPos.Mindestmenge;V_BelegPos.Transportzeit;V_BelegPos.Zeiteinheit;V_BelegPos.Abladestelle;V_BELEGPOS.einzelpreis;V_BELEGPOS.wert_rz_1;V_BELEGPOS.wert_rz_2;V_BELEGPOS.wert_rz_art_1;V_BELEGPOS.wert_rz_art_2;V_BELEGPOS.proz_rz_1;V_BELEGPOS.proz_rz_2;V_BELEGPOS.proz_rz_3;V_BELEGPOS.proz_rz_art_1;V_BELEGPOS.proz_rz_art_2;V_BELEGPOS.proz_rz_art_3;V_BELEGPOS.Ursprungszeugnis;c_PackInstructAdopt;V_BelegPos.F_IgnoreITS;V_BelegPos.F_Regime;V_BelegPos.H_BackToStock;V_BelegPos.H_Cancelled;V_BelegPos.H_CancelledLine;V_BelegPos.H_Corrected;V_BelegPos.H_CorrectedLine;V_BelegPos.H_EKAER_TransType;V_BelegPos.P_Korrigiert;V_BelegPos.P_KorrigiertePos;V_BelegPos.P_LagerZurucklegen;V_BelegPos.P_Storniert;V_BelegPos.P_StorniertePos;V_BelegPos.USTax_Override;V_BelegPos.USTax_TaxableAmount5;V_BelegPos.USTax_TaxableAmount6;V_BelegPos.USTax_TaxableAmount1;V_BelegPos.USTax_TaxableAmount2;V_BelegPos.USTax_TaxableAmount3;V_BelegPos.USTax_TaxableAmount4;V_BelegPos.USTax_TaxAmount5;V_BelegPos.USTax_TaxAmount6;V_BelegPos.USTax_TaxAmount1;V_BelegPos.USTax_TaxAmount2;V_BelegPos.USTax_TaxAmount3;V_BelegPos.USTax_TaxAmount4;V_BelegPos.USTax_TaxBase;V_BelegPos.USTax_TaxFree;V_BelegPos.USTax_TaxRate5;V_BelegPos.USTax_TaxRate6;V_BelegPos.USTax_TaxRate1;V_BelegPos.USTax_TaxRate2;V_BelegPos.USTax_TaxRate3;V_BelegPos.USTax_TaxRate4;V_Belegpos.uCA_OrderMultiple;V_BELEGPOS.uGSAGueltig
0;1;;;;;;;0;0;?;?;;0;0;0;0;0;4;;0;0;0;;;0;0;0;;;;no;;no;0;yes;no;0;no;0;S;no;0;yes;no;0;?;0;0;0;0;0;0;0;0;0;0;0;0;0;?;0;0;0;0;0;0;0;yes
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Belegnummer;Document Number;V_BelegPos.BelegNummer;INTEGER;zzzzzzz9;
2;Position;Line;V_BelegPos.PositionsNr;DECIMAL;zz9.9;
3;Teil;Part;V_BelegPos.Artikel;CHARACTER;x(20);
4;Variante;Variant;V_BelegPos.ArtVar;CHARACTER;x(6);
5;Bezeichnung1;Additional Description1;V_BelegPos.Bezeichnung;CHARACTER;x(30);
6;Bezeichnung2;Additional Description2;V_BelegPos.Bezeichnung;CHARACTER;x(30);
7;Bezeichnung3;Additional Description3;V_BelegPos.Bezeichnung;CHARACTER;x(30);
8;Bezeichnung4;Additional Description4;V_BelegPos.Bezeichnung;CHARACTER;x(30);
9;Menge;Quantity;V_BelegPos.Menge;DECIMAL;-zzz,zzz,zz9.999;
10;Mengeneinheit;Unit of Measure;V_BELEGPOS.mengeneinheit;INTEGER;zz9;
11;Lagerort;Storage Area;V_BELEGPOS.LagerOrt;INTEGER;zzzzzzz9;
12;KonsigLagerort;Consignment Storage Area;V_BELEGPOS.KO_LagerOrt;INTEGER;zzzzzzz9;
13;Kommissionsnummer;CRO Number;V_BELEGPOS.MMM_CusRefOrder_ID;CHARACTER;x(16);
14;Lieferbedingung;Terms of Delivery;V_BELEGPOS.LieferBedingung;INTEGER;zz9;
15;Gewicht;Weight;V_BELEGPOS.Gewicht;DECIMAL;zzz,zz9.9999;
16;Verpackungsgewicht;Packaging Weight;V_BELEGPOS.GewichtVerp;DECIMAL;zzz,zz9.9999;
17;Mindestmenge;Minimum Quantity;V_BelegPos.Mindestmenge;DECIMAL;zzz,zzz,zz9.999;
18;Transportzeit;Transport Time;V_BelegPos.Transportzeit;INTEGER;zzzzz9;
19;Zeiteinheit tt;Time Unit;V_BelegPos.Zeiteinheit;CHARACTER;9;
20;Abladestelle;Unloading Point;V_BelegPos.Abladestelle;CHARACTER;x(17);
21;Einzelpreis;Unit Price;V_BELEGPOS.einzelpreis;DECIMAL;z,zzz,zz9.99-;
22;wertm R/Z;Value Discount/Surcharge 1;V_BELEGPOS.wert_rz_1;DECIMAL;z,zzz,zz9.99-;
23;wertm R/Z 2;Value Discount/Surcharge 2;V_BELEGPOS.wert_rz_2;DECIMAL;z,zzz,zz9.99-;
24;wm Rab-/ZuArt;Type of Value Discount/Surcharge 1;V_BELEGPOS.wert_rz_art_1;CHARACTER;x(3);
25;wm Rab-/ZuArt 2;Type of Value Discount/Surcharge 2;V_BELEGPOS.wert_rz_art_2;CHARACTER;x(3);
26;% R/Z;Percentage Discount/Surcharge 1;V_BELEGPOS.proz_rz_1;DECIMAL;-z9.99%;
27;% R/Z 2;Percentage Discount/Surcharge 2;V_BELEGPOS.proz_rz_2;DECIMAL;-z9.99%;
